player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Ian Eriksen,45798,HB,E MICHIGAN,9,22.1,1,160,62.2,80.7,66.5,0,0,25,24.5,25.5,96.0,1,1,1,45,0,0,0,204,27,106,0,0,18,0
Miles Reed,52077,HB,HAWAII,9,48.4,0,180,70.6,77.7,59.2,0,1,35,67.3,69.1,98.6,0,1,0,45,0,0,0,93,38,55,0,0,7,0
Jamie Nunley,42221,TE,ARIZONA,7,61.6,0,109,65.2,75.8,61.2,0,0,6,20.0,20.0,100.0,0,0,0,45,0,0,0,73,7,35,0,0,38,34
Ryan Jenkins,47779,WR,ARIZONA ST,12,29.9,0,110,59.0,,73.0,0,0,0,0.0,0.0,,0,0,0,44,0,0,0,147,0,103,0,0,44,2
Demetris Robertson,38547,WR,GEORGIA,8,50.6,0,173,50.5,,59.0,0,0,0,0.0,0.0,,0,0,0,44,0,0,0,87,0,39,0,0,44,3
Jalen Harris,49400,TE,AUBURN,3,77.2,0,115,65.1,77.2,60.0,0,0,7,38.9,40.9,100.0,0,0,0,44,0,0,5,57,9,22,0,0,35,42
Alex Forsyth,60012,G,OREGON,6,100.0,0,264,76.2,77.1,73.9,0,0,5,100.0,100.0,100.0,0,0,0,44,0,26,1,44,5,5,1,14,39,2
Aaron McAllister,42962,HB,CHARLOTTE,12,22.9,0,136,63.8,83.9,63.7,0,0,21,27.6,26.6,100.0,0,0,0,44,0,0,0,192,21,79,0,0,23,0
Rick Wells,42268,WR,FLORIDA,5,83.0,0,163,57.9,,62.7,0,0,0,0.0,0.0,,0,0,0,44,0,0,0,53,0,9,0,0,44,0
Tez Parks,30060,HB,SO MISS,5,23.8,0,296,59.0,71.5,57.0,0,1,27,23.3,23.8,94.4,0,2,1,44,0,0,0,185,29,122,0,0,15,0
Derius Davis,78196,WR,TCU,11,49.4,0,305,72.1,,79.3,0,0,0,0.0,0.0,,0,0,0,44,0,0,0,89,0,40,0,0,44,0
Chase Allen,39988,TE,IOWA STATE,8,38.9,0,193,65.4,75.6,68.4,0,0,11,14.3,14.8,100.0,1,0,0,44,0,0,0,113,12,81,0,0,32,43
Micah Kapoi,46036,G,WISCONSIN,6,100.0,0,349,82.3,60.2,82.1,0,0,7,100.0,100.0,100.0,0,0,0,44,0,0,0,44,7,7,43,0,37,1
Kamari Pleasant,40696,HB,WASHINGTON,11,39.6,0,340,70.2,49.7,60.7,0,2,17,43.6,42.9,94.1,0,2,0,44,0,0,0,111,18,42,0,0,26,0
Jarveon Howard,77710,HB,SYRACUSE,12,29.3,0,304,58.3,79.6,57.1,0,1,17,35.4,39.6,97.1,0,1,0,43,0,0,0,147,21,53,0,0,22,0
Cade Fortin,77620,QB,N CAROLINA,4,34.4,0,245,73.6,,60.2,0,0,0,0.0,0.0,,0,0,0,43,0,0,0,125,0,77,0,0,43,0
Logan Hessbrook,42173,TE,C MICHIGAN,5,47.8,0,134,53.9,69.5,59.2,0,0,5,10.4,9.6,100.0,1,0,0,43,0,0,0,90,5,52,0,0,38,41
Calif Gossett,42008,WR,LA LAFAYET,6,53.1,0,207,59.4,,79.9,0,0,0,0.0,0.0,,0,0,0,43,0,0,0,81,0,38,0,0,43,0
Jack Miller III,60005,T,DOMINION,2,100.0,0,263,67.9,81.9,63.9,0,0,8,100.0,100.0,100.0,0,0,0,43,0,0,0,43,8,8,0,43,35,0
Cameron Muller,60008,G,DOMINION,2,100.0,0,263,60.9,81.7,59.0,0,0,8,100.0,100.0,100.0,0,0,0,43,0,43,0,43,8,8,0,0,35,0
George Moore,60013,T,OREGON,4,100.0,0,264,55.7,55.4,55.3,0,1,10,100.0,100.0,95.0,0,1,0,43,0,0,43,43,10,10,0,0,33,0
Nick Villano,37193,C,FLORIDA,4,100.0,0,163,70.0,80.3,65.8,0,0,17,100.0,100.0,100.0,0,0,0,43,42,0,0,43,17,17,0,0,26,0
Phillip Howard,40350,WR,MINNESOTA,9,64.2,0,225,54.6,,62.4,0,0,0,0.0,0.0,,0,0,0,43,0,0,0,67,0,24,0,0,43,0
Dylan Deatherage,60242,T,W MICHIGAN,6,100.0,0,347,72.7,82.1,68.5,0,0,9,100.0,100.0,100.0,1,0,0,43,0,0,42,43,12,12,0,0,31,1
Jalin Moore,27976,HB,APP STATE,5,27.9,0,108,81.5,86.4,71.8,0,0,30,40.0,40.3,100.0,0,0,0,43,0,0,0,154,31,77,0,0,12,0
Chandler Anthony,40240,G,N TEXAS,5,100.0,0,251,61.3,68.3,59.9,0,1,10,100.0,100.0,95.0,0,1,0,43,0,34,0,43,12,12,8,0,31,0
Colin Woodside,77403,G,CINCINNATI,3,100.0,0,138,58.9,77.1,57.6,0,0,5,100.0,100.0,100.0,0,0,0,43,0,18,0,43,5,5,25,0,38,0
Siotame Uluave,81895,C,UTAH ST,4,100.0,0,329,63.6,80.2,60.7,0,0,12,100.0,100.0,100.0,0,0,0,43,25,7,0,43,12,12,11,0,31,0
TJ Green,34643,QB,NWESTERN,7,44.8,0,256,49.6,,60.1,0,0,0,0.0,0.0,,1,0,0,43,0,0,0,96,0,44,0,0,43,0
Glenn Beal,84059,TE,TEXAS A&M,10,78.2,0,312,33.2,70.2,45.4,0,0,2,14.3,14.3,100.0,0,0,0,43,0,0,0,55,2,14,0,0,41,55
Adam Mehelic,60957,TE,MIAMI OH,9,95.6,0,221,57.0,71.5,56.6,0,0,4,66.7,71.4,100.0,0,0,0,43,0,0,0,45,5,7,0,0,38,28
Sione Finefeuiaki,57085,FB,OKLA STATE,11,82.7,0,262,53.5,75.2,48.2,0,0,5,35.7,35.7,100.0,0,0,0,43,0,0,0,52,5,14,0,0,38,2
Tashawn Manning,56551,G,AUBURN,2,100.0,0,115,72.7,75.4,71.2,0,0,5,100.0,100.0,100.0,0,0,0,43,0,43,0,43,5,5,0,0,38,0
Kendall Hinton,34045,QB,WAKE,5,42.2,0,339,65.2,,60.9,0,0,0,0.0,0.0,,1,0,0,43,0,0,0,102,0,38,0,0,43,0
Brennan Eagles,78103,WR,TEXAS,8,56.6,0,311,56.2,,57.5,0,0,0,0.0,0.0,,0,0,0,43,0,0,0,76,0,33,0,0,43,0
Brenden Brady,83795,HB,UTSA,9,24.9,0,331,62.7,41.7,48.0,0,3,38,32.2,31.4,90.8,0,5,2,43,0,0,0,173,38,121,0,0,5,0
Rhett Blackman,55375,WR,TOLEDO,7,59.7,0,316,62.1,,60.4,0,0,0,0.0,0.0,,0,0,0,43,0,0,0,72,0,29,0,0,43,0
Jarrion Street,42887,HB,UAB,9,30.1,0,321,62.8,25.5,57.7,4,1,28,35.4,35.0,91.1,0,5,0,43,0,0,0,143,28,80,0,0,15,0
Ke'Shawn Vaughn,45866,HB,VANDERBILT,12,13.9,0,333,90.7,60.1,55.1,0,1,22,18.0,17.5,97.7,0,1,0,43,0,0,0,309,22,126,0,0,21,0
Collin Kilcrease,30221,TE,SO MISS,6,89.6,0,296,48.0,74.4,47.1,0,0,9,64.3,64.3,100.0,0,0,0,43,0,0,0,48,9,14,0,0,34,36
Caleb Twyford,61722,HB,TEXAS ST,11,18.1,0,314,65.2,54.9,61.8,0,3,13,9.8,10.1,88.5,0,3,0,43,0,0,0,237,14,138,0,0,29,1
Keegan Cossou,55058,TE,C MICHIGAN,9,54.4,0,134,45.6,69.9,35.0,0,0,4,10.5,10.0,100.0,0,0,0,43,0,0,2,79,4,40,0,0,39,30
Ricky Person Jr.,77725,HB,NC STATE,9,18.9,0,248,67.8,75.3,58.9,0,1,32,32.3,33.6,98.4,0,1,0,43,0,0,0,228,36,107,0,0,7,0
Ben Moye,36846,G,LA MONROE,7,100.0,0,209,62.7,66.5,61.0,0,0,25,100.0,100.0,100.0,0,0,0,42,5,0,0,42,25,25,37,0,17,0
Braden Collins,84100,WR,APP STATE,3,73.7,0,108,47.9,,50.5,0,0,0,0.0,0.0,,1,0,0,42,0,0,0,57,0,15,0,0,42,0
Tyler Carr,56882,TE,TEXAS TECH,4,73.7,0,315,48.3,67.5,48.5,0,1,11,42.3,48.3,95.5,0,1,0,42,0,0,0,57,14,29,0,0,28,46
Owen Condon,81994,T,GEORGIA,3,100.0,0,173,53.2,78.9,50.1,0,0,10,100.0,100.0,100.0,0,0,0,42,0,0,0,42,10,10,0,42,32,0
Coltin Gerhart,26907,QB,NEW MEXICO,5,30.4,0,241,49.1,,60.0,0,0,0,0.0,0.0,,0,0,0,42,0,0,0,138,0,76,0,0,42,0
Daniel Bellinger,84041,TE,S DIEGO ST,9,71.2,0,284,56.2,67.1,63.3,0,0,1,5.6,5.6,100.0,1,0,0,42,0,0,0,59,1,18,0,0,41,49
Tito Overton,42422,WR,BUFFALO,7,89.4,0,126,59.7,,62.6,0,0,0,0.0,0.0,,0,0,0,42,0,0,0,47,0,5,0,0,42,0
CJ Windham,42051,WR,MIDDLE TN,4,32.1,0,224,55.1,,58.6,0,0,0,0.0,0.0,,0,0,0,42,0,0,0,131,0,89,0,0,42,0
Kurt Danneker,77443,G,OHIO,3,100.0,0,259,60.4,71.6,59.5,0,0,3,100.0,100.0,100.0,0,0,0,42,0,0,0,42,3,3,42,0,39,0
Pete Nank,59850,G,MIAMI OH,6,100.0,0,221,62.5,82.2,60.1,0,0,8,100.0,100.0,100.0,0,0,0,42,0,3,8,42,9,9,31,0,33,0
Nick Aibuedefe,36345,T,FRESNO ST,6,100.0,0,169,67.8,76.7,65.2,0,0,3,100.0,100.0,100.0,0,0,0,42,0,0,42,42,4,4,0,0,38,0
Xavian Marks,32112,WR,ALABAMA,8,95.5,0,103,62.6,,70.1,0,0,0,0.0,0.0,,0,0,0,42,0,0,0,44,0,2,0,0,42,0
Berkeley Holman,61543,WR,NWESTERN,11,36.2,0,256,58.1,,59.7,0,0,0,0.0,0.0,,0,0,0,42,0,0,0,116,0,72,0,0,42,0
Malik Willis,60341,QB,AUBURN,8,67.7,0,115,62.2,,60.3,0,0,0,0.0,0.0,,0,0,0,42,0,0,0,62,0,11,0,0,42,0
Bryan Barrett,37310,C,NAVY,2,100.0,0,237,53.0,26.3,55.9,1,0,11,100.0,100.0,95.5,0,1,0,42,41,0,0,42,12,12,0,0,30,0
Chevan Cordeiro,75886,QB,HAWAII,4,35.9,0,180,70.1,,60.0,0,0,0,0.0,0.0,,1,0,0,42,0,0,0,117,0,73,0,0,42,0
Larry Stephens,26890,WR,UTSA,10,48.8,0,331,51.8,,72.2,0,0,0,0.0,0.0,,0,0,0,41,0,0,0,84,0,43,0,0,41,1
Gio Pancotti,40010,G,TEXAS TECH,3,100.0,0,315,66.1,81.4,63.8,0,0,9,100.0,100.0,100.0,0,0,0,41,0,33,7,41,11,11,0,0,30,0
Bryant Koback,57266,HB,TOLEDO,13,14.6,0,316,79.5,84.6,58.3,0,0,32,28.1,28.6,100.0,0,0,0,41,0,0,0,280,34,119,0,0,7,0
Matt Williams,41343,T,APP STATE,5,100.0,0,108,81.1,77.6,77.2,0,0,7,100.0,100.0,100.0,0,0,0,41,0,0,0,41,7,7,0,41,34,0
Devon Jackson,78901,WR,MIDDLE TN,10,61.2,0,224,50.5,,48.0,0,0,0,0.0,0.0,,0,0,0,41,0,0,0,67,0,26,0,0,41,0
Griffin King,33229,WR,AUBURN,4,89.1,0,115,58.9,,57.2,0,0,0,0.0,0.0,,0,0,0,41,0,0,0,46,0,5,0,0,41,0
Brady Bodine,29338,HB,NC STATE,11,36.0,0,248,61.7,71.2,58.3,1,1,30,41.7,39.5,96.7,0,2,0,41,0,0,0,114,30,76,0,0,11,0
Alex Ramart,60321,QB,AKRON,6,50.0,0,102,24.1,,60.3,0,0,0,0.0,0.0,,0,0,0,41,0,0,0,82,0,39,0,0,41,0
Zack Dobson,78831,WR,MIDDLE TN,9,41.8,0,224,80.7,,41.0,0,0,0,0.0,0.0,,0,0,0,41,0,0,0,98,0,41,0,0,41,0
Alani Havili-Katoa,26654,G,UTAH,4,100.0,0,328,58.7,23.1,60.3,0,0,9,100.0,100.0,88.9,0,1,1,41,0,17,0,41,10,10,24,0,31,0
Jared Bubak,40026,TE,ARIZONA ST,8,100.0,0,110,67.3,69.2,64.6,0,0,3,100.0,100.0,100.0,0,0,0,41,0,0,0,41,3,3,0,0,38,39
Jadan Blue,61705,WR,TEMPLE,7,48.2,0,306,58.7,,53.3,0,0,0,0.0,0.0,,0,0,0,41,0,0,0,85,0,41,0,0,41,0
Will Farrar,60132,T,TEXAS TECH,3,100.0,0,315,49.9,81.4,58.1,0,0,9,100.0,100.0,100.0,2,0,0,41,0,0,0,41,11,11,0,41,30,0
Jameson Field,12562,WR,UTAH,10,57.7,0,328,57.2,,57.5,0,0,0,0.0,0.0,,0,0,0,41,0,0,0,71,0,30,0,0,41,0
Kyle Philips,84463,WR,UCLA,4,40.6,0,324,54.8,,62.1,0,0,0,0.0,0.0,,0,0,0,41,0,0,0,101,0,60,0,0,41,0
DeJon Packer,52230,HB,S JOSE ST,4,38.7,0,285,61.5,82.1,56.7,1,0,28,41.8,43.5,98.2,0,1,0,41,0,0,0,106,30,69,0,0,11,0
Miles Kendrick,77673,QB,KANSAS,4,51.9,0,198,69.3,62.2,60.0,0,0,1,4.5,4.2,100.0,0,0,0,41,0,0,0,79,1,24,0,0,40,0
Cody Mitchell,42118,TE,MARSHALL,2,73.2,0,214,53.2,64.6,56.7,0,0,8,34.8,37.5,100.0,0,0,0,41,0,0,0,56,9,24,0,0,32,28
Xavier Lane,42334,WR,W KENTUCKY,5,29.1,0,346,50.2,,55.9,0,0,0,0.0,0.0,,1,0,0,41,0,0,0,141,0,100,0,0,41,0
Hasaan Patterson,34275,WR,DOMINION,12,54.7,0,263,58.2,,75.4,0,0,0,0.0,0.0,,0,0,0,41,0,0,0,75,0,34,0,0,41,0
Nick Gibson,34474,HB,MISS STATE,9,39.0,0,227,71.8,34.6,60.8,0,1,12,25.5,26.5,95.8,2,1,0,41,0,0,0,105,13,49,0,0,28,0
Shea Holebrook Jr.,75961,WR,NEW MEX ST,8,29.2,0,242,51.0,,63.7,0,0,0,0.0,0.0,,0,0,0,40,0,0,0,137,0,97,0,0,40,0
Josh Stewart,40195,WR,TULSA,7,55.6,0,320,63.6,,62.0,0,0,0,0.0,0.0,,0,0,0,40,0,0,0,72,0,32,0,0,40,0
Tate Martell,60505,QB,OHIO STATE,6,43.5,0,260,63.1,,60.0,0,0,0,0.0,0.0,,0,0,0,40,0,0,0,92,0,36,0,0,40,0
Kelly Bryant,34897,QB,CLEMSON,4,31.3,0,140,56.6,,60.0,0,0,0,0.0,0.0,,1,0,0,40,0,0,0,128,0,64,0,0,40,0
Tre Adams,84107,WR,ARIZONA,4,57.1,0,109,51.8,,62.8,0,0,0,0.0,0.0,,0,0,0,40,0,0,0,70,0,30,0,0,40,0
Ladante Harris,38962,WR,FAU,2,67.8,0,165,48.7,,60.2,0,0,0,0.0,0.0,,0,0,0,40,0,0,0,59,0,18,0,0,40,1
Nick Starkel,40326,QB,TEXAS A&M,5,63.5,0,312,67.7,,60.0,0,0,0,0.0,0.0,,0,0,0,40,0,0,0,63,0,23,0,0,40,0
Gunner Gentry,75958,WR,WYOMING,10,85.1,0,351,60.0,,71.6,0,0,0,0.0,0.0,,0,0,0,40,0,0,0,47,0,7,0,0,40,0
Chuck Filiaga,59858,G,MICHIGAN,6,100.0,0,222,60.8,44.1,61.3,0,1,13,100.0,100.0,96.2,0,1,0,40,0,39,0,40,13,13,0,0,27,0
Kam Martin,42395,HB,AUBURN,11,19.2,0,115,64.2,16.3,56.4,1,3,20,24.1,24.4,90.0,1,4,0,40,0,0,0,208,21,86,0,0,19,0
Patrick Davis,60105,T,SYRACUSE,3,100.0,0,304,49.4,41.3,51.3,0,1,6,100.0,100.0,91.7,0,1,0,40,0,0,0,40,6,6,0,25,34,15
Joctavis Phillips,52031,G,COLO STATE,4,100.0,0,144,48.8,0.2,63.4,1,0,25,100.0,100.0,90.0,0,3,2,40,0,40,0,40,26,26,0,0,14,0
Jacob South,81901,T,UTAH ST,2,100.0,0,329,79.2,80.6,74.9,0,0,14,100.0,100.0,100.0,0,0,0,40,0,0,0,40,15,15,0,40,25,0
Lucas Krull,83962,TE,FLORIDA,12,65.6,0,163,74.8,55.0,65.0,0,1,4,16.0,16.0,87.5,0,1,0,40,0,0,1,61,4,25,0,0,36,33
Jason Pellerin,36053,TE,OLE MISS,9,66.1,0,226,42.9,60.5,52.2,0,1,8,33.3,30.8,93.7,0,1,0,39,0,0,0,59,8,26,0,0,31,33
Dimitri Stanley,83810,WR,COLORADO,4,36.4,0,143,53.8,72.2,61.6,0,0,1,1.5,1.5,100.0,0,0,0,39,0,0,0,107,1,68,0,0,38,0
E.J. Scott,52024,WR,COLO STATE,10,42.9,0,144,52.8,,61.9,0,0,0,0.0,0.0,,0,0,0,39,0,0,0,91,0,52,0,0,39,0
Kody Crider,61488,WR,NAVY,6,92.9,0,237,63.9,,68.2,0,0,0,0.0,0.0,,0,0,0,39,0,0,1,42,0,3,0,2,39,6
Kobe Smith,84397,WR,S DIEGO ST,12,27.7,1,284,56.8,68.4,53.0,0,0,1,1.1,1.0,100.0,3,0,0,39,0,0,0,141,1,103,0,0,38,2
Keke McFadden,150255,WR,KENT STATE,3,44.8,0,201,63.7,,59.4,0,0,0,0.0,0.0,,0,0,0,39,0,0,0,87,0,48,0,0,39,0
Keyshawn Helton,77954,WR,FLORIDA ST,10,34.8,0,167,74.4,,50.4,0,0,0,0.0,0.0,,0,0,0,39,0,0,0,112,0,72,0,0,39,0
Sitaleki Nunn,84402,WR,S JOSE ST,8,38.2,0,285,55.1,,50.7,0,0,0,0.0,0.0,,0,0,0,39,0,0,0,102,0,58,0,0,39,0
Ului Lapuaho,46959,T,BYU,5,100.0,0,128,51.6,78.1,62.3,0,0,3,100.0,100.0,100.0,2,0,0,39,0,7,0,39,3,3,10,22,36,0
Parker Boudreaux,41112,G,UCF,6,100.0,0,323,62.5,78.2,65.6,0,0,6,100.0,100.0,100.0,1,0,0,39,0,39,0,39,7,7,0,0,32,0
Jordan Chin,42150,WR,WASHINGTON,9,51.3,0,340,58.9,,83.4,0,0,0,0.0,0.0,,0,0,0,39,0,0,0,76,0,37,0,0,39,1
Ivory Kelly-Martin,57244,HB,IOWA,9,18.7,0,192,61.2,48.9,55.5,0,4,24,26.7,27.1,91.7,0,4,0,39,0,0,0,209,26,96,0,0,13,0
Tyler Badie,83714,HB,MISSOURI,12,16.1,0,229,70.7,57.8,58.0,1,0,19,15.2,15.9,97.4,0,1,0,39,0,0,0,242,21,132,0,0,18,0
Tyler Lyle,43539,FB,E MICHIGAN,12,90.7,0,160,50.8,79.2,54.4,0,0,8,66.7,66.7,100.0,0,0,0,39,0,0,0,43,8,12,0,0,31,15
Austin Hergott,39923,QB,C MICHIGAN,3,41.5,0,134,46.3,,60.0,0,0,0,0.0,0.0,,1,0,0,39,0,0,0,94,0,55,0,0,39,0
Bearooz Yacoobi,46772,G,PURDUE,5,92.9,0,273,53.1,68.7,51.8,0,1,10,76.9,78.6,95.0,0,1,0,39,0,8,0,42,11,14,25,0,28,7
Sheldon Jones,84492,WR,UTSA,9,24.4,0,331,57.9,,51.4,0,0,0,0.0,0.0,,1,0,0,39,0,0,0,160,0,121,0,0,39,5
Al'Dontre Davis,61698,WR,TCU,8,35.8,0,305,62.3,,58.5,0,0,0,0.0,0.0,,0,0,0,38,0,0,0,106,0,68,0,0,38,0
Peyton Braswell,35163,TE,LA TECH,9,90.5,0,208,75.2,74.6,58.0,0,0,5,55.6,55.6,100.0,0,0,0,38,0,0,1,42,5,9,0,0,33,35
Alex Herndon,40851,C,ARMY,3,100.0,0,114,59.4,69.2,58.9,0,0,1,100.0,100.0,100.0,0,0,0,38,38,0,0,38,1,1,0,0,37,0
Braden Galloway,77891,TE,CLEMSON,12,44.7,0,140,61.8,69.9,65.8,0,0,6,12.0,13.0,100.0,0,0,0,38,0,0,0,85,7,54,0,0,31,43
Sheldon Croney Jr.,32290,HB,IOWA STATE,12,28.1,0,193,53.1,54.0,56.2,1,1,22,24.7,24.0,95.5,0,2,0,38,0,0,0,135,23,96,0,0,15,0
Christian Beard,28923,G,BAYLOR,4,100.0,0,118,62.0,21.3,69.8,0,2,19,100.0,100.0,89.5,0,3,1,38,0,37,0,38,20,20,0,0,18,0
Solomon Vault,47647,HB,NWESTERN,9,21.5,0,256,52.7,72.7,60.0,0,2,28,23.9,25.0,96.4,0,2,0,38,0,0,0,177,32,128,0,0,6,1
Cameron Jordan,61695,WR,SYRACUSE,8,58.5,0,304,48.4,,62.0,0,0,0,0.0,0.0,,0,0,0,38,0,0,0,65,0,27,0,0,38,0
Jaylon Robinson,78085,WR,OKLAHOMA,4,52.8,0,261,53.6,,62.6,0,0,0,0.0,0.0,,0,0,0,38,0,0,0,72,0,34,0,0,38,0
Spencer Nigh,42421,FB,AUBURN,6,97.4,0,115,73.4,82.2,72.6,0,0,2,66.7,66.7,100.0,0,0,0,38,0,0,0,39,2,3,0,0,36,20
Darius Pittman,61003,TE,PURDUE,7,71.7,0,273,55.5,77.9,61.4,0,0,1,6.3,11.8,100.0,0,0,0,38,0,0,0,53,2,17,0,0,36,35
Noah Bean,61054,TE,UNLV,10,66.7,0,325,73.7,62.3,71.1,0,0,8,33.3,29.6,87.5,0,1,1,38,0,0,0,57,8,27,0,0,30,37
Drew Dixon,61131,WR,ARIZONA,7,70.4,0,109,54.1,,57.1,0,0,0,0.0,0.0,,0,0,0,38,0,0,0,54,0,16,0,0,38,0
Randall Royall,52213,FB,RICE,11,90.5,0,275,63.6,77.4,63.6,0,0,6,66.7,60.0,100.0,0,0,0,38,0,0,0,42,6,10,0,0,32,0
Dominic Pastucci,60820,G,UTSA,4,100.0,0,331,55.6,81.2,49.4,0,0,20,100.0,100.0,100.0,0,0,0,38,0,30,0,38,20,20,0,7,18,0
Cody Rudy,43508,FB,BALL ST,12,77.6,0,117,50.5,34.2,68.8,0,0,4,28.6,31.3,100.0,2,0,0,38,0,0,0,49,5,16,0,0,33,28
Andre Bodden,39161,WR,OREGON ST,9,59.4,0,265,58.0,,63.3,0,0,0,0.0,0.0,,0,0,0,38,0,0,0,64,0,26,0,0,38,0
Jager Gardner,34959,HB,TEMPLE,10,22.5,0,306,62.0,78.0,64.4,0,0,25,29.1,27.8,100.0,0,0,0,38,0,0,0,169,25,90,0,0,13,0
Alec Marsch,61748,WR,UAB,3,92.7,0,321,52.3,,58.6,0,0,0,0.0,0.0,,1,0,0,38,0,0,0,41,0,3,0,0,38,0
Javon Leake,57288,HB,MARYLAND,10,42.2,0,215,67.8,55.3,54.3,1,0,11,37.9,37.9,86.4,1,2,1,38,0,0,0,90,11,29,0,0,27,14
Ricky Slade,83742,HB,PENN STATE,9,30.1,0,266,59.7,83.1,50.4,0,0,13,26.0,26.4,100.0,0,0,0,37,0,0,0,123,14,53,0,0,23,0
Justice Williams,35208,WR,ILLINOIS,6,52.9,0,187,49.3,,61.8,0,0,0,0.0,0.0,,0,0,0,37,0,0,0,70,0,33,0,0,37,0
Daquon Green,61246,WR,FLORIDA,4,80.4,0,163,56.3,,58.8,0,0,0,0.0,0.0,,0,0,0,37,0,0,0,46,0,9,0,0,37,0
Michael Howard,36169,T,OLE MISS,9,94.9,0,226,70.6,73.2,68.9,0,0,5,83.3,71.4,100.0,0,0,0,37,0,0,7,39,5,7,0,4,32,26
Wykeen Gill,78139,WR,KANSAS ST,6,42.0,0,199,61.3,,61.1,0,0,0,0.0,0.0,,0,0,0,37,0,0,0,88,0,51,0,0,37,0
Garland LaFrance,83804,HB,W KENTUCKY,12,19.6,0,346,62.8,26.4,65.6,0,1,4,3.3,4.8,87.5,0,1,0,37,0,0,0,189,6,126,0,0,31,3
Tywun Walters,57402,HB,S ALABAMA,8,63.8,0,288,61.4,62.9,53.9,0,0,7,38.9,38.9,100.0,0,0,0,37,0,0,0,58,7,18,0,0,30,0
Boogie Knight,78211,WR,AKRON,5,27.0,0,102,57.8,,62.1,0,0,0,0.0,0.0,,0,0,0,37,0,0,0,137,0,100,0,0,37,0
Jalen Mayfield,81725,T,MICHIGAN,3,100.0,0,222,63.1,47.0,63.9,0,0,12,100.0,100.0,100.0,0,0,0,37,0,0,37,37,12,12,0,0,25,0
Dre Brown,35037,HB,ILLINOIS,6,43.5,0,187,66.3,75.7,60.9,0,0,7,19.4,18.9,100.0,0,0,0,37,0,0,0,85,7,37,0,0,30,0
Justin Shorter,84376,WR,PENN STATE,4,50.0,0,266,54.0,,40.2,0,0,0,0.0,0.0,,1,0,0,37,0,0,0,74,0,37,0,0,37,0
Kyle Vantrease,55029,QB,BUFFALO,3,78.7,0,126,57.1,,60.0,0,0,0,0.0,0.0,,0,0,0,37,0,0,0,47,0,9,0,0,37,0
Javonte Williams,77803,HB,N CAROLINA,7,29.4,0,245,77.0,73.6,72.6,1,0,13,22.4,23.3,96.2,0,1,0,37,0,0,0,126,14,60,0,0,23,0
Bilal Ally,27061,HB,UMASS,4,43.5,0,216,55.1,65.4,59.4,0,3,29,58.0,56.6,94.8,0,3,0,37,0,0,0,85,30,53,0,0,7,0
James Gardner,48112,WR,MIAMI OH,3,28.2,0,221,71.8,,74.4,0,0,0,0.0,0.0,,2,0,0,37,0,0,0,131,0,94,0,0,37,0
Takulve Williams,61346,WR,KANSAS,9,45.1,0,198,56.3,,61.7,0,0,0,0.0,0.0,,0,0,0,37,0,0,0,82,0,45,0,0,37,0
Charlie Clark,62968,G,GA TECH,4,100.0,0,176,62.8,35.8,62.7,0,1,2,100.0,100.0,75.0,0,1,0,37,0,35,0,37,2,2,2,0,35,0
Allan Rappleyea,55445,T,WAKE,7,100.0,0,339,65.2,73.8,63.1,0,0,4,100.0,100.0,100.0,0,0,0,37,0,0,0,37,4,4,0,37,33,0
Tyler Fleetwood,42224,WR,MIAMI OH,9,67.9,0,221,52.8,,60.5,0,0,0,0.0,0.0,,0,0,0,36,0,0,0,53,0,17,0,0,36,1
Chris Evans,27303,HB,MICHIGAN,10,15.7,0,222,73.2,44.6,58.6,0,2,10,8.3,9.7,90.0,0,2,0,36,0,0,0,230,12,124,0,0,24,0
Aaron Ruff,26623,G,TEMPLE,4,100.0,0,306,56.1,81.4,53.0,0,0,11,100.0,100.0,100.0,0,0,0,36,0,35,0,36,11,11,0,1,25,0
Dameon Pierce,83659,HB,FLORIDA,11,25.5,0,163,72.4,52.5,63.6,1,1,15,29.4,30.2,93.3,0,2,0,36,0,0,0,141,16,53,0,0,20,0
Destin Coates,83668,HB,GA STATE,6,31.6,0,175,63.6,30.3,60.9,0,2,12,21.4,22.0,91.7,0,2,0,36,0,0,0,114,13,59,0,0,23,0
TW Ayers,86860,TE,ARK STATE,4,94.7,0,113,51.3,78.5,48.8,0,0,3,60.0,60.0,100.0,0,0,0,36,0,0,0,38,3,5,0,0,33,14
Tristan Payton,47840,WR,UCF,8,53.7,0,323,56.8,,63.5,0,0,0,0.0,0.0,,0,0,0,36,0,0,0,67,0,31,0,0,36,0
Michael Carrillo,40323,QB,S JOSE ST,6,26.1,0,285,46.5,62.2,60.0,0,0,1,1.1,1.0,100.0,2,0,0,36,0,0,0,138,1,99,0,0,35,0
Jared Southers,51664,T,VANDERBILT,5,100.0,0,333,55.4,55.8,62.1,0,0,10,100.0,100.0,90.0,1,1,1,36,0,0,25,36,12,12,0,8,24,3
