player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Ethan Reed,27004,G,LA TECH,13,100.0,0,208,64.5,76.8,59.7,2,13,521,100.0,100.0,98.2,3,17,2,898,0,0,0,898,546,546,896,0,352,0
Nate Brown,40643,T,NEVADA,13,100.0,0,239,48.5,50.0,48.4,7,31,510,100.0,100.0,95.9,2,40,2,897,0,0,14,897,531,531,196,687,366,0
Brandon Knight,25018,T,INDIANA,12,100.0,2,190,66.6,70.5,62.3,4,27,522,100.0,100.0,96.6,5,33,2,896,0,0,0,896,567,567,0,896,329,0
Jake Curhan,38549,T,CAL,13,100.0,0,130,67.5,71.3,66.9,1,17,496,100.0,100.0,97.4,7,22,4,896,0,0,0,896,520,520,0,895,376,1
Justin Polu,28976,G,UNLV,12,100.0,1,325,65.4,69.6,64.4,3,6,412,100.0,100.0,98.7,6,10,1,896,0,0,0,896,435,435,896,0,461,0
Jake Hanson,28148,C,OREGON,13,100.0,0,264,70.7,84.2,66.5,3,9,440,100.0,100.0,98.6,4,12,0,896,895,0,0,896,466,466,0,0,430,0
Sosaia Mose,59947,C,N TEXAS,12,100.0,0,251,68.5,63.1,68.2,2,3,501,100.0,100.0,99.5,1,5,0,895,895,0,0,895,529,529,0,0,366,0
Dino Boyd,46342,T,CINCINNATI,13,100.0,0,138,63.3,82.5,56.0,3,11,417,100.0,100.0,97.8,7,16,2,895,0,0,895,895,439,439,0,0,456,0
Sadarius Hutcherson,41336,G,S CAROLINA,13,99.9,0,289,65.9,75.0,62.6,4,10,485,99.8,99.8,98.4,2,15,1,895,0,60,0,896,518,519,830,0,377,5
Miles Pate,36494,T,W KENTUCKY,12,100.0,0,346,79.1,78.5,73.6,1,17,499,100.0,100.0,97.2,1,23,5,894,0,0,0,894,523,523,0,890,371,2
Robert Hunt,46139,T,LA LAFAYET,14,100.0,0,207,76.4,81.4,72.0,1,7,394,100.0,100.0,98.7,3,9,1,893,0,0,0,893,409,409,0,890,484,3
Blake Hance,46301,T,NWESTERN,13,100.0,0,256,59.9,57.5,58.7,5,31,463,100.0,100.0,95.5,2,39,3,893,0,1,892,893,492,492,0,0,401,0
Sumner Houston,48823,C,OREGON ST,12,100.0,1,265,54.6,56.3,54.7,2,17,493,100.0,100.0,97.1,6,24,5,891,891,0,0,891,510,510,0,0,381,0
Larry Hughes,46738,G,SMU,12,100.0,0,287,59.7,78.2,49.4,3,15,507,100.0,100.0,98.0,2,19,1,890,0,0,0,890,538,538,470,419,352,0
Robert Behanan,29126,G,MIDDLE TN,13,100.0,0,224,54.7,76.9,48.3,4,13,516,100.0,100.0,97.8,5,20,3,890,0,888,0,890,535,535,0,0,355,2
Conner Olson,41504,G,MINNESOTA,13,100.0,0,225,66.7,71.7,64.2,2,7,389,100.0,100.0,97.8,2,13,4,889,0,888,0,889,416,416,0,0,473,0
Hayden Howerton,60052,C,SMU,12,100.0,1,287,58.2,68.3,55.9,2,11,506,100.0,100.0,98.7,4,13,0,889,889,0,0,889,537,537,0,0,352,0
Steven Gonzalez,28270,G,PENN STATE,13,100.0,1,266,68.4,75.9,64.2,0,12,452,100.0,100.0,98.2,2,14,2,889,0,889,0,889,474,474,0,0,415,0
Barry Wesley,52018,G,COLO STATE,12,100.0,0,144,58.3,64.2,57.3,7,22,529,100.0,100.0,96.7,6,32,3,889,41,390,323,889,562,562,40,93,327,2
Isaac Weaver,41945,T,DOMINION,12,99.9,0,263,62.4,51.8,66.8,7,37,525,100.0,99.8,94.5,1,51,7,889,0,0,889,890,555,556,0,0,334,1
Jared Weyler,44917,C,MINNESOTA,13,100.0,1,225,76.7,89.7,72.0,0,4,389,100.0,100.0,99.5,3,4,0,888,888,0,0,888,416,416,0,0,472,0
Nick Clarke,29704,C,DOMINION,12,100.0,0,263,63.3,76.5,54.7,0,9,524,100.0,100.0,99.0,1,10,1,887,887,0,0,887,554,554,0,0,333,0
Blaise Andries,55233,G,MINNESOTA,13,100.0,1,225,69.6,61.3,69.4,3,11,387,100.0,100.0,97.7,1,16,2,886,0,0,39,886,414,414,847,0,472,0
Wyatt Miller,46948,T,UCF,13,100.0,1,323,62.3,68.9,61.4,6,16,390,100.0,100.0,96.9,7,23,1,885,0,0,874,885,421,421,0,2,464,9
Lucas Niang,47004,T,TCU,13,100.0,0,305,83.8,87.3,75.7,2,6,457,100.0,100.0,99.1,2,8,0,885,0,0,0,885,468,468,0,884,417,1
Donell Stanley,46747,C,S CAROLINA,13,100.0,0,289,69.6,81.3,68.4,1,6,482,100.0,100.0,99.1,7,8,1,885,811,14,0,885,514,514,60,0,371,0
Keegan Render,46763,C,IOWA,13,100.0,0,192,66.2,67.7,63.1,2,9,433,100.0,100.0,98.3,1,13,2,885,885,0,0,885,458,458,0,0,427,0
Colton McKivitz,29314,T,W VIRGINIA,12,100.0,2,343,77.1,84.9,70.2,0,6,485,100.0,100.0,99.0,5,8,2,883,0,0,36,883,511,511,24,820,372,3
Ben Petrula,58533,T,BOSTON COL,12,100.0,1,121,67.2,62.9,70.5,4,17,369,100.0,100.0,96.3,6,24,3,882,0,0,0,882,377,377,2,880,505,0
Alec Eberle,28392,C,FLORIDA ST,12,100.0,2,167,59.2,72.1,56.0,3,7,508,100.0,100.0,98.6,8,12,2,882,882,0,0,882,540,540,0,0,342,0
Kyle Trout,29634,G,CINCINNATI,13,100.0,0,138,59.5,58.3,59.5,0,15,411,100.0,100.0,97.7,5,17,2,882,0,821,0,882,433,433,0,61,449,0
Josh Watson,41677,G,WASH STATE,12,100.0,2,341,60.5,62.5,57.8,4,37,644,100.0,100.0,96.8,5,41,0,881,0,0,5,881,669,669,875,0,212,0
Matt McCann,46926,T,PURDUE,13,100.0,0,273,54.2,52.6,52.7,9,16,525,100.0,100.0,96.9,4,29,4,881,0,2,0,881,560,560,144,735,321,0
Mitch Hyatt,46233,T,CLEMSON,15,99.9,0,140,71.9,70.7,67.9,2,11,462,99.8,99.8,98.4,2,14,1,880,0,0,879,881,478,479,0,0,402,1
Ryan Bates,28300,T,PENN STATE,13,100.0,0,266,81.0,79.2,76.9,1,15,454,100.0,100.0,97.6,2,19,3,879,0,0,604,879,476,476,0,275,403,0
Dru Samia,45376,G,OKLAHOMA,14,100.0,0,261,67.0,78.8,62.7,2,9,440,100.0,100.0,98.7,3,11,0,879,0,0,0,879,463,463,879,0,416,0
Ross Reynolds,46142,G,IOWA,13,100.0,0,192,79.2,72.3,80.3,2,5,431,100.0,100.0,98.5,2,10,3,879,0,879,0,879,456,456,0,0,423,0
Rishard Cook,60159,G,UAB,13,100.0,2,321,63.4,80.7,59.9,2,7,348,100.0,100.0,98.4,7,10,1,878,0,878,0,878,356,356,0,0,522,0
Austin Schuffert,36394,T,ARMY,13,100.0,1,114,66.2,24.9,67.3,5,4,101,100.0,100.0,95.5,4,9,0,878,0,3,686,878,103,103,0,188,775,1
Simon Stepaniak,46773,G,INDIANA,12,100.0,1,190,60.3,56.9,61.5,6,19,508,100.0,100.0,97.1,6,27,2,878,0,0,0,878,550,550,878,0,328,0
Tony Barnett,37068,G,DOMINION,12,100.0,0,263,60.7,75.0,53.1,2,15,515,100.0,100.0,98.2,1,18,1,878,0,833,0,878,545,545,0,45,333,0
Creed Humphrey,59996,C,OKLAHOMA,14,100.0,0,261,80.0,84.4,77.6,1,9,437,100.0,100.0,98.9,4,10,0,877,877,0,0,877,460,460,0,0,417,0
Cody Ford,39805,T,OKLAHOMA,14,100.0,1,261,76.5,85.2,72.2,0,6,440,100.0,100.0,99.1,10,7,1,877,0,0,0,877,463,463,0,877,414,0
Jaxson Deaton,40011,G,ARMY,13,100.0,0,114,71.9,73.8,71.5,1,1,101,100.0,100.0,99.0,6,2,0,877,0,846,0,877,103,103,28,3,774,0
Cam DeGeorge,41469,G,UCONN,12,100.0,0,146,69.2,88.6,63.8,2,2,420,100.0,100.0,99.3,3,5,1,877,0,874,0,877,444,444,0,0,433,3
Bobby Evans,36800,T,OKLAHOMA,14,100.0,1,261,72.7,78.2,69.8,3,14,440,100.0,100.0,97.4,7,20,3,877,0,0,877,877,463,463,0,0,414,0
Marcus Applefield,46668,T,VIRGINIA,13,100.0,0,335,61.6,69.0,56.4,2,12,447,100.2,100.2,98.2,3,15,1,876,0,0,0,876,470,469,3,872,406,0
Michael Onwenu,27357,G,MICHIGAN,13,100.0,1,222,66.1,87.6,60.7,0,3,383,100.0,100.0,99.3,2,4,1,875,0,0,0,875,404,404,874,0,471,0
Ben Bredeson,27305,G,MICHIGAN,13,100.0,0,222,68.5,85.4,62.8,1,3,383,100.0,100.0,99.0,0,6,2,875,0,874,0,875,404,404,0,0,471,0
Kevin Dotson,46735,G,LA LAFAYET,14,100.0,0,207,75.7,87.6,72.8,1,3,388,100.0,100.0,99.2,2,5,1,875,0,0,0,875,403,403,872,3,472,0
Aaron Monteiro,25693,T,BOSTON COL,12,100.0,2,121,74.7,67.1,77.1,3,12,364,100.0,100.0,96.8,7,19,4,874,0,0,873,874,372,372,0,0,502,0
Colby Pursell,41506,C,COLORADO,12,100.0,0,143,60.6,68.5,58.0,2,13,470,100.0,100.0,97.6,5,19,4,874,874,0,0,874,507,507,0,0,367,0
Cesar Ruiz,59857,C,MICHIGAN,13,100.0,0,222,65.9,77.6,61.1,2,7,382,100.0,100.0,98.6,1,10,1,873,873,0,0,873,403,403,0,0,470,0
Bruno Reagan,46684,C,VANDERBILT,13,100.0,0,333,79.9,73.0,80.7,4,5,451,100.0,100.0,99.0,2,9,0,873,577,0,0,873,477,477,296,0,396,0
Andre James,47058,T,UCLA,12,99.9,0,324,63.4,62.4,62.1,7,20,467,99.8,99.8,95.8,3,33,6,873,0,0,847,874,488,489,0,0,385,26
Jon Runyan,36661,T,MICHIGAN,13,99.9,0,222,69.9,74.2,64.0,2,11,382,99.7,99.8,98.0,1,14,1,873,0,0,863,874,403,404,0,0,470,11
Nathan Jacobson,46871,T,UNLV,12,100.0,1,325,73.3,70.7,73.5,3,11,399,100.0,100.0,96.5,7,21,7,871,0,0,36,871,422,422,0,824,449,11
Blake Brandel,46282,T,OREGON ST,12,100.0,0,265,71.0,72.6,66.2,6,13,477,100.0,100.0,95.7,1,30,11,871,0,0,871,871,493,493,0,0,378,0
Paul Nosworthy,36547,G,BUFFALO,13,100.0,0,126,75.8,76.8,75.5,0,6,398,100.0,100.0,99.0,4,7,1,869,0,869,0,869,432,432,0,0,437,0
Bryce Holland,31126,C,ARMY,13,100.0,0,114,76.8,65.0,76.8,4,0,100,100.0,100.0,98.0,5,4,0,869,868,0,0,869,102,102,0,0,767,1
Braxton Pfaff,46737,G,VA TECH,13,100.0,0,337,58.9,65.0,58.6,4,18,421,100.0,100.0,97.1,6,23,1,868,0,0,0,868,443,443,868,0,425,0
Josh Sills,41748,G,W VIRGINIA,12,100.0,1,343,71.6,76.9,70.7,2,10,482,100.0,100.0,98.3,5,14,2,868,0,780,0,868,508,508,57,31,360,0
Julian Good-Jones,36624,T,IOWA STATE,13,100.0,0,193,56.7,49.9,58.4,9,18,423,100.0,100.0,95.9,4,31,4,865,59,0,804,865,455,455,0,0,410,2
Shea Baker,52215,C,RICE,13,100.0,0,275,54.0,60.7,51.8,1,4,407,100.0,100.0,99.1,4,6,1,865,864,0,0,865,424,424,0,0,441,1
Chris Lindstrom,46692,G,BOSTON COL,12,100.0,0,121,75.9,91.6,70.7,0,4,363,100.0,100.0,99.4,1,4,0,864,0,0,0,864,371,371,862,2,493,0
Jack Kramer,37006,C,BOWL GREEN,12,100.0,0,122,67.5,76.9,62.2,1,13,442,100.0,100.0,98.0,1,16,2,863,453,408,0,863,476,476,0,0,387,0
Ryan Pope,32587,T,S DIEGO ST,13,100.0,1,284,65.4,66.7,67.5,3,10,376,100.0,100.0,97.5,14,16,3,861,0,0,183,861,406,406,0,677,455,1
Zac Ricketts,36953,G,BALL ST,11,100.0,1,117,60.9,73.1,56.2,3,13,491,100.0,100.0,98.4,4,16,0,861,0,781,0,861,520,520,78,0,341,1
Connor McGovern,41714,G,PENN STATE,13,100.0,1,266,73.0,76.9,72.5,1,10,444,100.0,100.0,97.9,4,15,4,860,66,0,0,860,464,464,794,0,396,0
Michael Deiter,38554,G,WISCONSIN,13,100.0,0,349,82.2,82.1,82.8,0,9,329,100.0,100.0,98.3,7,10,1,860,0,860,0,860,348,348,0,0,512,0
J.B. Butler,29441,G,NWESTERN,13,100.0,0,256,53.1,41.6,54.2,2,14,453,100.0,100.0,97.4,3,20,4,860,0,859,0,860,481,481,0,0,379,0
Kalei Meyer,48728,G,NEVADA,13,100.0,1,239,53.3,48.0,52.9,8,19,490,100.0,100.0,96.8,1,29,2,859,243,36,0,859,505,505,580,0,354,0
Justin Skule,38951,T,VANDERBILT,13,100.0,0,333,74.3,78.8,68.7,3,16,446,100.0,100.0,97.6,3,20,1,859,0,0,859,859,472,472,0,0,387,0
Mike Herndon,28367,G,PITTSBURGH,14,100.0,0,268,69.3,81.1,67.1,1,8,360,100.0,100.0,98.7,5,9,0,859,0,1,0,859,378,378,858,0,481,0
Isaiah Wilson,59704,T,GEORGIA,14,100.0,0,173,76.1,77.1,72.5,3,11,384,100.0,100.0,97.9,5,15,1,858,0,0,0,858,400,400,0,855,458,1
Josh Knipfel,59756,G,IOWA STATE,13,100.0,2,193,62.3,72.4,59.6,3,12,418,100.0,100.0,98.2,4,15,0,858,0,0,0,858,450,450,858,0,408,0
John Simpson,41715,G,CLEMSON,15,100.0,0,140,68.9,76.0,66.5,1,6,461,100.0,100.0,99.0,5,8,1,857,0,855,1,857,481,481,0,0,376,0
Larry Williams,46718,G,OKLA STATE,12,100.0,0,262,58.4,64.1,56.3,4,16,464,100.0,100.0,96.8,3,25,5,857,0,72,0,857,495,495,785,0,362,0
Javon Patterson,46040,G,OLE MISS,12,100.0,0,226,65.2,86.9,56.8,1,8,493,100.0,100.0,99.1,2,9,0,856,0,856,0,856,524,524,0,0,332,0
Tyler Higby,37065,G,MICH STATE,13,100.0,1,223,59.6,66.7,56.5,3,10,477,100.0,100.0,98.2,4,15,2,855,92,550,208,855,500,500,0,0,355,1
JB Hunter,58509,T,ARMY,13,99.6,0,114,67.4,60.0,66.4,5,2,98,97.0,97.1,96.4,3,7,0,854,0,0,2,857,100,103,0,555,754,300
Ford Higgins,41067,C,NAVY,13,100.0,0,237,77.5,75.5,76.9,1,4,157,100.0,100.0,98.4,2,5,0,853,797,0,54,853,168,168,0,0,685,2
James Empey,51995,C,BYU,13,100.0,0,128,82.8,87.1,79.7,1,7,427,100.0,100.0,98.8,1,9,1,853,853,0,0,853,454,454,0,0,399,0
Matt Peart,46179,T,UCONN,12,100.0,0,146,68.1,75.5,70.7,4,13,400,100.0,100.0,97.4,11,19,2,853,0,3,0,853,424,424,0,845,429,4
Sam Pierce,46966,T,RICE,13,100.0,0,275,62.5,64.5,60.1,1,16,401,100.0,100.0,97.1,5,20,3,853,0,0,2,853,419,419,0,832,434,19
Connor Dintino,28314,G,PITTSBURGH,14,100.0,0,268,75.8,74.9,74.3,0,6,355,100.0,100.0,98.9,2,7,1,852,200,650,0,852,374,374,0,0,478,0
Matt Farniok,41585,T,NEBRASKA,12,100.0,1,238,54.0,48.4,56.2,3,25,453,100.0,100.0,96.2,5,31,3,851,0,0,7,851,471,471,0,843,380,0
Jerald Foster,45497,G,NEBRASKA,12,100.0,0,238,59.0,75.6,54.3,0,9,453,100.0,100.0,98.8,6,10,1,850,0,850,0,850,471,471,0,0,379,0
Devin Cochran,41198,T,VANDERBILT,13,100.0,1,333,70.5,72.1,68.1,2,12,442,100.0,100.0,97.7,5,17,3,850,0,0,0,850,470,470,0,849,380,1
Brady Christensen,51985,T,BYU,13,99.8,1,128,73.4,84.6,67.3,2,11,425,99.5,99.6,98.2,10,14,1,849,0,0,822,851,452,454,0,0,397,29
Brenden Jaimes,59909,T,NEBRASKA,12,100.0,0,238,60.6,67.1,56.7,4,11,453,100.0,100.0,97.5,4,19,4,849,0,0,839,849,470,470,0,0,379,10
Ryan Van Demark,55113,T,UCONN,12,100.0,0,146,63.5,75.1,56.6,5,20,409,100.0,100.0,96.5,4,27,2,849,0,0,842,849,432,432,0,0,417,4
Alex Palczewski,59738,T,ILLINOIS,12,100.0,1,187,80.4,73.0,79.3,1,12,392,100.0,100.0,96.8,3,19,6,847,0,0,0,847,421,421,0,847,426,0
Marquel Harrell,37373,G,AUBURN,13,100.0,0,115,68.5,86.2,63.2,2,2,428,100.0,100.0,99.3,3,5,1,846,0,844,0,846,449,449,0,0,397,1
Chris Murray,81885,G,UCLA,12,100.0,2,324,46.8,42.0,50.6,5,21,451,100.0,100.0,96.7,9,28,2,846,197,0,0,846,471,471,649,0,375,0
Kendrick Green,56642,G,ILLINOIS,12,100.0,2,187,59.0,67.6,60.6,3,11,391,100.0,100.0,98.0,9,15,1,846,0,846,0,846,420,420,0,0,426,0
Nick Allegretti,39268,G,ILLINOIS,12,100.0,1,187,77.6,90.3,73.7,0,5,392,100.0,100.0,99.4,2,5,0,846,8,0,0,846,421,421,838,0,425,0
Beau Benzschawel,46801,G,WISCONSIN,13,100.0,0,349,89.3,88.5,88.9,0,4,323,100.0,100.0,98.8,3,6,2,845,0,0,0,845,342,342,845,0,503,0
Noah Hannon,58480,C,APP STATE,13,100.0,0,108,73.8,72.8,75.0,1,8,357,100.0,100.0,97.9,4,12,3,845,845,0,0,845,379,379,0,0,466,0
Ryan Nelson,62778,T,VIRGINIA,13,100.0,0,335,54.3,69.4,48.5,0,18,431,100.2,100.2,97.7,4,19,1,843,0,67,765,843,453,452,10,0,390,0
Drake Jackson,40872,C,KENTUCKY,13,100.0,0,202,72.8,79.3,69.2,0,9,349,100.0,100.0,98.7,4,9,0,843,843,0,0,843,374,374,0,0,469,0
Kevin Pendleton,46119,G,MISSOURI,12,100.0,0,229,53.1,46.0,53.6,4,13,395,100.0,100.0,97.3,3,19,2,842,0,842,0,842,421,421,0,0,421,0
Chandler Greer,27873,T,APP STATE,13,99.8,2,108,53.7,65.1,53.4,4,13,354,99.4,99.5,97.3,10,18,1,842,0,0,0,844,376,378,0,828,466,16
Brian Ankerson,41827,C,S ALABAMA,12,100.0,0,288,54.2,40.7,56.6,1,11,364,100.0,100.0,97.5,2,15,3,841,841,0,0,841,389,389,0,0,452,0
Austin Hoyt,36601,T,BYU,13,100.0,0,128,73.2,70.7,74.7,2,17,426,100.0,100.0,97.5,4,20,1,840,0,0,0,840,453,453,0,821,387,19
Michal Menet,41448,C,PENN STATE,12,100.0,0,266,73.4,72.8,71.9,3,14,430,100.0,100.0,97.6,2,19,2,839,839,0,0,839,451,451,0,0,388,0
Doug Kramer,41458,C,ILLINOIS,12,100.0,0,187,71.1,84.1,67.0,0,7,386,100.0,100.0,98.8,7,8,1,838,838,0,0,838,415,415,0,0,423,0
Chris Ferguson,31490,T,CINCINNATI,12,100.0,0,138,66.0,71.9,64.2,3,8,376,100.0,100.0,97.5,6,15,4,838,0,0,0,838,397,397,0,838,441,0
Martez Ivey,46178,T,FLORIDA,13,100.0,1,163,60.6,65.3,59.9,7,9,384,100.0,100.0,97.1,7,19,3,837,0,0,834,837,405,405,0,0,432,3
Valentino Daltoso,40467,G,CAL,13,100.0,1,130,68.7,79.4,65.2,2,13,460,100.0,100.0,97.9,4,17,2,837,0,568,140,837,485,485,103,26,352,0
Larnel Coleman,44146,T,UMASS,12,99.9,0,216,62.8,58.3,64.2,4,31,475,99.8,99.8,96.1,3,36,1,836,0,0,69,837,504,505,0,741,332,26
Quin Ficklin,36230,C,UTAH ST,13,100.0,0,329,63.8,71.1,62.8,6,8,448,100.0,100.0,98.4,7,14,0,836,836,0,0,836,472,472,0,0,364,0
Tristen Hoge,36922,G,BYU,13,100.0,1,128,67.7,63.1,68.0,2,12,423,100.0,100.0,97.9,7,16,2,836,0,0,0,836,450,450,836,0,386,0
Parker Braun,40258,G,GA TECH,13,100.0,0,176,72.0,60.5,71.1,2,7,152,100.0,100.0,96.4,1,10,1,835,0,835,0,835,161,161,0,0,674,0
Austen Pleasants,37066,T,OHIO,13,100.0,0,259,72.0,61.7,73.6,1,10,350,100.0,100.0,97.3,2,15,4,834,0,0,0,834,373,373,0,834,461,0
Joe Anderson,46742,G,OHIO,13,100.0,0,259,78.5,77.5,74.6,1,7,351,100.0,100.0,98.3,0,10,2,834,0,823,11,834,374,374,0,0,460,0
Tyler Biadasz,41178,C,WISCONSIN,13,100.0,0,349,86.7,78.2,87.0,4,4,314,100.0,100.0,97.8,4,11,3,833,833,0,0,833,332,332,0,0,501,0
Curtis Blackwell,58521,G,BALL ST,12,100.0,0,117,65.2,81.3,61.6,2,11,487,100.0,100.0,98.7,7,13,0,833,0,0,1,833,511,511,811,20,322,0
Tyler Jordan,46662,G,FLORIDA,13,100.0,1,163,57.9,60.2,54.8,3,11,383,100.0,100.0,97.7,1,16,2,833,43,790,0,833,403,403,0,0,430,0
Ryan Neuzil,41123,G,APP STATE,13,100.0,0,108,71.0,75.3,69.6,2,4,353,100.0,100.0,98.6,2,8,2,833,1,832,0,833,375,375,0,0,458,0
Roman Andrus,36585,G,UTAH ST,13,100.0,0,329,70.7,69.7,71.5,7,7,445,100.0,100.0,98.2,4,15,1,832,0,566,174,832,469,469,7,85,363,0
Mason Denley,46032,G,HOUSTON,12,100.0,0,182,62.2,73.6,58.0,3,10,454,100.0,100.0,98.3,4,14,1,832,0,832,0,832,484,484,0,0,348,0
Austin Deculus,59821,T,LSU,12,100.0,0,211,52.2,57.1,52.5,3,19,380,100.0,100.0,96.3,6,25,3,830,0,0,58,830,407,407,0,769,423,3
Jack Snyder,41119,T,S JOSE ST,12,100.0,0,285,71.2,78.1,59.1,3,15,512,100.0,100.0,97.9,0,20,2,830,0,0,736,830,535,535,0,91,295,2
Jaelin Fisher,41571,C,CHARLOTTE,12,100.0,0,136,58.5,73.7,55.7,5,8,375,100.0,100.0,97.5,6,16,3,828,828,0,0,828,397,397,0,0,431,0
Ben Powers,41482,G,OKLAHOMA,13,100.0,2,261,63.5,88.9,56.2,2,5,413,100.0,100.0,99.2,4,7,0,827,0,827,0,827,434,434,0,0,393,0
Alex Bookser,46672,T,PITTSBURGH,13,100.0,0,268,61.0,59.0,64.2,5,17,349,100.0,100.0,96.3,10,24,2,827,0,0,4,827,366,366,1,816,461,6
Marcus Keyes,46187,G,OKLA STATE,13,100.0,0,262,66.1,78.6,61.0,2,10,439,100.0,100.0,98.4,2,13,1,826,0,826,0,826,471,471,0,0,355,0
Cameron Clark,46229,T,CHARLOTTE,12,100.0,0,136,79.9,85.7,73.7,1,11,371,100.0,100.0,97.6,2,15,3,826,0,0,822,826,395,395,2,0,431,2
Andrew Poenitsch,36629,T,BALL ST,11,99.9,0,117,64.6,72.5,61.7,4,25,473,100.0,99.8,96.5,2,31,2,824,242,0,581,825,499,500,0,1,325,1
Jack Wohlabaugh,41710,C,DUKE,13,100.0,0,154,57.9,55.4,56.2,5,12,467,100.0,100.0,97.8,0,19,2,824,815,9,0,824,484,484,0,0,340,0
Chris Brown,46037,G,USC,12,100.0,0,326,76.8,83.8,74.6,1,3,445,100.0,100.0,99.3,2,5,1,824,0,823,0,824,474,474,0,0,350,0
Jake Fieler,46164,G,VIRGINIA,13,100.0,1,335,56.5,50.6,59.9,1,14,423,100.2,100.2,97.3,6,19,4,824,159,0,0,824,444,443,665,0,380,0
Sami Kassem,12375,G,TOLEDO,12,100.0,1,316,62.3,54.5,63.6,7,10,406,100.0,100.0,96.9,3,21,4,824,10,814,0,824,435,435,0,0,389,0
Coy Cronk,46235,T,INDIANA,11,100.0,1,190,73.1,71.2,72.7,4,18,465,100.0,100.0,96.8,4,26,4,824,0,0,824,824,504,504,0,0,320,0
Mike Horton,25577,G,AUBURN,13,99.9,0,115,62.9,76.0,60.3,2,14,421,100.0,99.8,97.4,5,19,3,823,0,0,0,824,441,442,822,0,382,1
Troy Kowalski,46352,G,S JOSE ST,12,100.0,0,285,67.9,73.3,63.3,4,7,507,100.0,100.0,98.3,4,14,3,823,0,726,92,823,529,529,0,4,294,0
Steven Nielsen,26265,T,E MICHIGAN,13,100.0,0,160,71.0,73.1,71.5,2,15,439,100.0,100.0,97.6,7,19,2,822,0,0,0,822,462,462,0,820,360,0
Austin Jackson,60816,T,USC,12,100.0,0,326,72.2,78.7,68.9,3,12,443,100.0,100.0,97.9,5,17,2,822,0,0,819,822,472,472,0,0,350,1
J.L. Gaston,41762,T,TROY,13,100.0,1,318,66.4,84.5,61.3,0,7,379,100.0,100.0,98.8,9,8,1,822,0,0,0,822,400,400,0,820,422,2
Hakeem Adeniji,45419,T,KANSAS,12,100.0,0,198,64.6,76.5,56.5,2,10,430,100.0,100.0,97.9,4,15,3,822,0,0,822,822,452,452,0,0,370,0
Mike Caliendo,41446,G,W MICHIGAN,13,100.0,0,347,72.5,76.1,70.6,1,3,355,100.0,100.0,99.2,1,5,1,822,0,822,0,822,382,382,0,0,440,0
Ryan Crozier,27225,C,UCONN,12,100.0,1,146,70.8,83.9,66.6,1,6,392,100.0,100.0,98.9,4,8,1,821,821,0,0,821,416,416,0,0,405,0
Keith Ismael,41878,C,S DIEGO ST,12,100.0,1,284,74.6,70.2,75.1,2,7,356,100.0,100.0,97.9,3,12,3,821,456,62,0,821,385,385,303,0,436,0
Jake Colman,52239,G,S JOSE ST,12,100.0,0,285,65.4,73.2,63.3,3,16,501,100.0,100.0,97.9,5,20,1,818,0,92,0,818,524,524,725,0,294,0
Bobby Reynolds,39584,C,LA MONROE,12,100.0,1,209,71.1,84.3,67.5,1,3,429,100.0,100.0,99.5,4,4,0,818,818,0,0,818,447,447,0,0,371,0
Adam Holtorf,36660,C,KANSAS ST,12,100.0,0,199,70.4,83.3,64.9,0,3,354,100.0,100.0,99.3,3,4,1,818,816,0,0,818,377,377,0,0,441,0
Alaric Jackson,40972,T,IOWA,12,100.0,0,192,77.6,83.8,73.3,1,7,408,100.0,100.0,98.5,4,10,2,818,0,0,814,818,431,431,1,0,387,2
Jordan Budwig,22664,G,FIU,13,100.0,0,166,73.5,85.0,69.7,2,5,378,100.0,100.0,99.1,1,7,0,816,0,814,0,816,396,396,0,0,420,0
Tremayne Anchrum,41813,T,CLEMSON,15,100.0,1,140,68.6,70.6,68.4,2,8,445,100.0,100.0,98.7,6,11,1,815,0,0,0,815,463,463,0,815,352,0
Hjalte Froholdt,44959,G,ARKANSAS,12,100.0,1,111,75.1,85.4,72.0,3,3,418,100.0,100.0,99.3,4,6,0,815,260,542,0,815,440,440,13,0,375,0
Dalton Risner,47008,T,KANSAS ST,12,99.9,0,199,90.7,90.6,85.4,3,2,352,100.0,99.7,99.3,1,5,0,815,0,0,0,816,374,375,0,816,441,0
Shamarious Gilmore,41823,G,GA STATE,12,100.0,1,175,72.3,88.0,67.5,0,6,417,100.0,100.0,99.0,4,7,1,815,0,745,0,815,443,443,0,68,372,0
Nino Leone,41393,G,UCONN,12,100.0,0,146,70.8,76.4,67.6,6,10,394,100.0,100.0,97.2,0,19,3,815,0,0,3,815,415,415,809,3,400,0
Brock Ruble,28334,T,TOLEDO,13,99.9,0,316,59.4,69.5,56.8,2,16,409,99.8,99.8,97.3,8,20,2,814,0,0,0,815,434,435,0,809,380,6
Bryce Meeker,46205,T,IOWA STATE,13,100.0,2,193,57.9,65.8,53.5,5,14,399,100.0,100.0,96.9,7,22,3,814,0,0,1,814,429,429,0,812,385,1
